X0,I0,X_final
0.0,0.0,0.0
0.0,0.025,0.0
0.0,0.05,0.0
0.0,0.07500000000000001,0.0
0.0,0.1,0.0
0.0,0.125,0.0
0.0,0.15000000000000002,0.0
0.0,0.17500000000000002,0.0
0.0,0.2,0.0
0.0,0.225,0.0
0.0,0.25,0.0
0.0,0.275,0.0
0.0,0.30000000000000004,0.0
0.0,0.325,0.0
0.0,0.35000000000000003,0.0
0.0,0.375,0.0
0.0,0.4,0.0
0.0,0.42500000000000004,0.0
0.0,0.45,0.0
0.0,0.47500000000000003,0.0
0.0,0.5,0.0
0.0,0.525,0.0
0.0,0.55,0.0
0.0,0.5750000000000001,0.0
0.0,0.6000000000000001,0.0
0.0,0.625,0.0
0.0,0.65,0.0
0.0,0.675,0.0
0.0,0.7000000000000001,0.0
0.0,0.7250000000000001,0.0
0.0,0.75,0.0
0.0,0.775,0.0
0.0,0.8,0.0
0.0,0.8250000000000001,0.0
0.0,0.8500000000000001,0.0
0.0,0.875,0.0
0.0,0.9,0.0
0.0,0.925,0.0
0.0,0.9500000000000001,0.0
0.0,0.9750000000000001,0.0
0.0,1.0,0.0
0.05,0.0,0.0
0.05,0.025,0.0
0.05,0.05,0.0
0.05,0.07500000000000001,0.0
0.05,0.1,0.0
0.05,0.125,0.0
0.05,0.15000000000000002,0.0
0.05,0.17500000000000002,0.0
0.05,0.2,0.0
0.05,0.225,0.0
0.05,0.25,0.0
0.05,0.275,0.0
0.05,0.30000000000000004,0.0
0.05,0.325,0.0
0.05,0.35000000000000003,0.0
0.05,0.375,0.0
0.05,0.4,0.0
0.05,0.42500000000000004,0.0
0.05,0.45,0.0
0.05,0.47500000000000003,0.0
0.05,0.5,0.0
0.05,0.525,0.0
0.05,0.55,0.0
0.05,0.5750000000000001,0.0
0.05,0.6000000000000001,0.0
0.05,0.625,0.0
0.05,0.65,0.0
0.05,0.675,0.0
0.05,0.7000000000000001,0.0
0.05,0.7250000000000001,0.0
0.05,0.75,0.0
0.05,0.775,0.0
0.05,0.8,0.0
0.05,0.8250000000000001,0.0
0.05,0.8500000000000001,0.0
0.05,0.875,0.0
0.05,0.9,0.0
0.05,0.925,0.0
0.05,0.9500000000000001,0.0
0.05,0.9750000000000001,0.0
0.05,1.0,0.0
0.1,0.0,0.0
0.1,0.025,0.0
0.1,0.05,0.0
0.1,0.07500000000000001,0.0
0.1,0.1,0.0
0.1,0.125,0.0
0.1,0.15000000000000002,0.0
0.1,0.17500000000000002,0.0
0.1,0.2,0.0
0.1,0.225,0.0
0.1,0.25,0.0
0.1,0.275,0.0
0.1,0.30000000000000004,0.0
0.1,0.325,0.0
0.1,0.35000000000000003,0.0
0.1,0.375,0.0
0.1,0.4,0.0
0.1,0.42500000000000004,0.0
0.1,0.45,0.0
0.1,0.47500000000000003,0.0
0.1,0.5,0.0
0.1,0.525,0.0
0.1,0.55,0.0
0.1,0.5750000000000001,0.0
0.1,0.6000000000000001,0.0
0.1,0.625,0.0
0.1,0.65,0.0
0.1,0.675,0.0
0.1,0.7000000000000001,0.0
0.1,0.7250000000000001,0.0
0.1,0.75,0.0
0.1,0.775,0.0
0.1,0.8,0.0
0.1,0.8250000000000001,0.0
0.1,0.8500000000000001,0.0
0.1,0.875,0.0
0.1,0.9,0.0
0.1,0.925,0.0
0.1,0.9500000000000001,0.0
0.1,0.9750000000000001,0.0
0.1,1.0,0.0
0.15000000000000002,0.0,0.0
0.15000000000000002,0.025,0.0
0.15000000000000002,0.05,0.0
0.15000000000000002,0.07500000000000001,0.0
0.15000000000000002,0.1,0.0
0.15000000000000002,0.125,0.0
0.15000000000000002,0.15000000000000002,0.0
0.15000000000000002,0.17500000000000002,0.0
0.15000000000000002,0.2,0.0
0.15000000000000002,0.225,0.0
0.15000000000000002,0.25,0.0
0.15000000000000002,0.275,0.0
0.15000000000000002,0.30000000000000004,0.0
0.15000000000000002,0.325,0.0
0.15000000000000002,0.35000000000000003,0.0
0.15000000000000002,0.375,0.0
0.15000000000000002,0.4,0.0
0.15000000000000002,0.42500000000000004,0.0
0.15000000000000002,0.45,0.0
0.15000000000000002,0.47500000000000003,0.0
0.15000000000000002,0.5,0.0
0.15000000000000002,0.525,0.0
0.15000000000000002,0.55,0.0
0.15000000000000002,0.5750000000000001,0.0
0.15000000000000002,0.6000000000000001,0.0
0.15000000000000002,0.625,0.0
0.15000000000000002,0.65,0.0
0.15000000000000002,0.675,0.0
0.15000000000000002,0.7000000000000001,0.0
0.15000000000000002,0.7250000000000001,0.0
0.15000000000000002,0.75,0.0
0.15000000000000002,0.775,0.0
0.15000000000000002,0.8,0.0
0.15000000000000002,0.8250000000000001,0.0
0.15000000000000002,0.8500000000000001,0.0
0.15000000000000002,0.875,0.0
0.15000000000000002,0.9,0.0
0.15000000000000002,0.925,0.0
0.15000000000000002,0.9500000000000001,0.0
0.15000000000000002,0.9750000000000001,0.0
0.15000000000000002,1.0,0.0
0.2,0.0,0.004791666666666666
0.2,0.025,0.0
0.2,0.05,0.0
0.2,0.07500000000000001,0.0
0.2,0.1,0.004166666666666667
0.2,0.125,0.0
0.2,0.15000000000000002,0.0
0.2,0.17500000000000002,0.0625
0.2,0.2,0.008958333333333332
0.2,0.225,0.008541666666666666
0.2,0.25,0.0
0.2,0.275,0.0
0.2,0.30000000000000004,0.0
0.2,0.325,0.006666666666666667
0.2,0.35000000000000003,0.0
0.2,0.375,0.004375
0.2,0.4,0.0
0.2,0.42500000000000004,0.005416666666666667
0.2,0.45,0.020416666666666666
0.2,0.47500000000000003,0.009583333333333333
0.2,0.5,0.008541666666666666
0.2,0.525,0.005
0.2,0.55,0.0
0.2,0.5750000000000001,0.008541666666666666
0.2,0.6000000000000001,0.0
0.2,0.625,0.0
0.2,0.65,0.0
0.2,0.675,0.125
0.2,0.7000000000000001,0.0
0.2,0.7250000000000001,0.0
0.2,0.75,0.0
0.2,0.775,0.0
0.2,0.8,0.0
0.2,0.8250000000000001,0.0
0.2,0.8500000000000001,0.0
0.2,0.875,0.0
0.2,0.9,0.0
0.2,0.925,0.0
0.2,0.9500000000000001,0.0
0.2,0.9750000000000001,0.0
0.2,1.0,0.0
0.25,0.0,0.13979166666666668
0.25,0.025,0.00625
0.25,0.05,0.008333333333333335
0.25,0.07500000000000001,0.19708333333333333
0.25,0.1,0.07041666666666667
0.25,0.125,0.013125000000000001
0.25,0.15000000000000002,0.12979166666666667
0.25,0.17500000000000002,0.13374999999999998
0.25,0.2,0.008541666666666666
0.25,0.225,0.07625000000000001
0.25,0.25,0.009166666666666667
0.25,0.275,0.0
0.25,0.30000000000000004,0.015833333333333335
0.25,0.325,0.013333333333333334
0.25,0.35000000000000003,0.135625
0.25,0.375,0.07208333333333333
0.25,0.4,0.07166666666666667
0.25,0.42500000000000004,0.014583333333333334
0.25,0.45,0.004583333333333333
0.25,0.47500000000000003,0.076875
0.25,0.5,0.004375
0.25,0.525,0.07770833333333334
0.25,0.55,0.143125
0.25,0.5750000000000001,0.08187499999999999
0.25,0.6000000000000001,0.0625
0.25,0.625,0.010416666666666666
0.25,0.65,0.015625
0.25,0.675,0.005208333333333333
0.25,0.7000000000000001,0.140625
0.25,0.7250000000000001,0.0625
0.25,0.75,0.0
0.25,0.775,0.1875
0.25,0.8,0.0625
0.25,0.8250000000000001,0.0
0.25,0.8500000000000001,0.0625
0.25,0.875,0.0625
0.25,0.9,0.0625
0.25,0.925,0.0625
0.25,0.9500000000000001,0.0
0.25,0.9750000000000001,0.0625
0.25,1.0,0.0
0.30000000000000004,0.0,0.5095833333333333
0.30000000000000004,0.025,0.3972916666666667
0.30000000000000004,0.05,0.2808333333333333
0.30000000000000004,0.07500000000000001,0.3025
0.30000000000000004,0.1,0.24062499999999998
0.30000000000000004,0.125,0.23270833333333335
0.30000000000000004,0.15000000000000002,0.10895833333333332
0.30000000000000004,0.17500000000000002,0.40479166666666666
0.30000000000000004,0.2,0.35750000000000004
0.30000000000000004,0.225,0.2964583333333333
0.30000000000000004,0.25,0.27625
0.30000000000000004,0.275,0.34625
0.30000000000000004,0.30000000000000004,0.16749999999999998
0.30000000000000004,0.325,0.30104166666666665
0.30000000000000004,0.35000000000000003,0.23729166666666668
0.30000000000000004,0.375,0.25895833333333335
0.30000000000000004,0.4,0.21125
0.30000000000000004,0.42500000000000004,0.40312500000000007
0.30000000000000004,0.45,0.15791666666666665
0.30000000000000004,0.47500000000000003,0.27270833333333333
0.30000000000000004,0.5,0.2925
0.30000000000000004,0.525,0.33229166666666665
0.30000000000000004,0.55,0.5133333333333333
0.30000000000000004,0.5750000000000001,0.18416666666666667
0.30000000000000004,0.6000000000000001,0.2902083333333333
0.30000000000000004,0.625,0.20416666666666666
0.30000000000000004,0.65,0.27020833333333333
0.30000000000000004,0.675,0.20979166666666665
0.30000000000000004,0.7000000000000001,0.079375
0.30000000000000004,0.7250000000000001,0.20229166666666665
0.30000000000000004,0.75,0.1875
0.30000000000000004,0.775,0.125
0.30000000000000004,0.8,0.3125
0.30000000000000004,0.8250000000000001,0.125
0.30000000000000004,0.8500000000000001,0.1875
0.30000000000000004,0.875,0.25
0.30000000000000004,0.9,0.4375
0.30000000000000004,0.925,0.3125
0.30000000000000004,0.9500000000000001,0.1875
0.30000000000000004,0.9750000000000001,0.25
0.30000000000000004,1.0,0.1875
0.35000000000000003,0.0,0.765625
0.35000000000000003,0.025,0.77125
0.35000000000000003,0.05,0.8318749999999999
0.35000000000000003,0.07500000000000001,0.8125
0.35000000000000003,0.1,0.778125
0.35000000000000003,0.125,0.8279166666666666
0.35000000000000003,0.15000000000000002,0.7810416666666666
0.35000000000000003,0.17500000000000002,0.7737499999999999
0.35000000000000003,0.2,0.7679166666666667
0.35000000000000003,0.225,0.7725
0.35000000000000003,0.25,0.8247916666666666
0.35000000000000003,0.275,0.7783333333333333
0.35000000000000003,0.30000000000000004,0.875
0.35000000000000003,0.325,0.7664583333333334
0.35000000000000003,0.35000000000000003,0.8791666666666667
0.35000000000000003,0.375,0.9375
0.35000000000000003,0.4,0.83
0.35000000000000003,0.42500000000000004,0.8841666666666667
0.35000000000000003,0.45,0.6922916666666666
0.35000000000000003,0.47500000000000003,0.6639583333333334
0.35000000000000003,0.5,0.8408333333333333
0.35000000000000003,0.525,0.890625
0.35000000000000003,0.55,0.9375
0.35000000000000003,0.5750000000000001,0.7747916666666667
0.35000000000000003,0.6000000000000001,0.75
0.35000000000000003,0.625,0.875
0.35000000000000003,0.65,0.525625
0.35000000000000003,0.675,0.7012499999999999
0.35000000000000003,0.7000000000000001,0.635
0.35000000000000003,0.7250000000000001,0.75
0.35000000000000003,0.75,0.5625
0.35000000000000003,0.775,0.625
0.35000000000000003,0.8,0.6875
0.35000000000000003,0.8250000000000001,0.625
0.35000000000000003,0.8500000000000001,0.6875
0.35000000000000003,0.875,0.875
0.35000000000000003,0.9,0.6875
0.35000000000000003,0.925,0.875
0.35000000000000003,0.9500000000000001,0.6875
0.35000000000000003,0.9750000000000001,0.8125
0.35000000000000003,1.0,0.6875
0.4,0.0,1.0
0.4,0.025,1.0
0.4,0.05,1.0
0.4,0.07500000000000001,1.0
0.4,0.1,1.0
0.4,0.125,1.0
0.4,0.15000000000000002,1.0
0.4,0.17500000000000002,1.0
0.4,0.2,0.8872916666666666
0.4,0.225,1.0
0.4,0.25,1.0
0.4,0.275,1.0
0.4,0.30000000000000004,1.0
0.4,0.325,1.0
0.4,0.35000000000000003,0.9410416666666667
0.4,0.375,0.9414583333333333
0.4,0.4,1.0
0.4,0.42500000000000004,1.0
0.4,0.45,0.8927083333333333
0.4,0.47500000000000003,1.0
0.4,0.5,1.0
0.4,0.525,0.9489583333333333
0.4,0.55,1.0
0.4,0.5750000000000001,1.0
0.4,0.6000000000000001,1.0
0.4,0.625,1.0
0.4,0.65,0.875
0.4,0.675,1.0
0.4,0.7000000000000001,0.875
0.4,0.7250000000000001,1.0
0.4,0.75,0.9375
0.4,0.775,0.9375
0.4,0.8,1.0
0.4,0.8250000000000001,1.0
0.4,0.8500000000000001,0.9375
0.4,0.875,1.0
0.4,0.9,1.0
0.4,0.925,0.9375
0.4,0.9500000000000001,0.9375
0.4,0.9750000000000001,1.0
0.4,1.0,1.0
0.45,0.0,1.0
0.45,0.025,1.0
0.45,0.05,1.0
0.45,0.07500000000000001,1.0
0.45,0.1,1.0
0.45,0.125,1.0
0.45,0.15000000000000002,1.0
0.45,0.17500000000000002,1.0
0.45,0.2,1.0
0.45,0.225,1.0
0.45,0.25,1.0
0.45,0.275,1.0
0.45,0.30000000000000004,1.0
0.45,0.325,1.0
0.45,0.35000000000000003,1.0
0.45,0.375,1.0
0.45,0.4,1.0
0.45,0.42500000000000004,1.0
0.45,0.45,1.0
0.45,0.47500000000000003,1.0
0.45,0.5,1.0
0.45,0.525,1.0
0.45,0.55,1.0
0.45,0.5750000000000001,1.0
0.45,0.6000000000000001,1.0
0.45,0.625,1.0
0.45,0.65,1.0
0.45,0.675,1.0
0.45,0.7000000000000001,1.0
0.45,0.7250000000000001,1.0
0.45,0.75,1.0
0.45,0.775,1.0
0.45,0.8,1.0
0.45,0.8250000000000001,1.0
0.45,0.8500000000000001,1.0
0.45,0.875,1.0
0.45,0.9,1.0
0.45,0.925,1.0
0.45,0.9500000000000001,1.0
0.45,0.9750000000000001,1.0
0.45,1.0,1.0
0.5,0.0,1.0
0.5,0.025,1.0
0.5,0.05,1.0
0.5,0.07500000000000001,1.0
0.5,0.1,1.0
0.5,0.125,1.0
0.5,0.15000000000000002,1.0
0.5,0.17500000000000002,1.0
0.5,0.2,1.0
0.5,0.225,1.0
0.5,0.25,1.0
0.5,0.275,1.0
0.5,0.30000000000000004,1.0
0.5,0.325,1.0
0.5,0.35000000000000003,1.0
0.5,0.375,1.0
0.5,0.4,1.0
0.5,0.42500000000000004,1.0
0.5,0.45,1.0
0.5,0.47500000000000003,1.0
0.5,0.5,1.0
0.5,0.525,1.0
0.5,0.55,1.0
0.5,0.5750000000000001,1.0
0.5,0.6000000000000001,1.0
0.5,0.625,1.0
0.5,0.65,1.0
0.5,0.675,1.0
0.5,0.7000000000000001,1.0
0.5,0.7250000000000001,1.0
0.5,0.75,1.0
0.5,0.775,1.0
0.5,0.8,1.0
0.5,0.8250000000000001,1.0
0.5,0.8500000000000001,1.0
0.5,0.875,1.0
0.5,0.9,1.0
0.5,0.925,1.0
0.5,0.9500000000000001,1.0
0.5,0.9750000000000001,1.0
0.5,1.0,1.0
0.55,0.0,1.0
0.55,0.025,1.0
0.55,0.05,1.0
0.55,0.07500000000000001,1.0
0.55,0.1,1.0
0.55,0.125,1.0
0.55,0.15000000000000002,1.0
0.55,0.17500000000000002,1.0
0.55,0.2,1.0
0.55,0.225,1.0
0.55,0.25,1.0
0.55,0.275,1.0
0.55,0.30000000000000004,1.0
0.55,0.325,1.0
0.55,0.35000000000000003,1.0
0.55,0.375,1.0
0.55,0.4,1.0
0.55,0.42500000000000004,1.0
0.55,0.45,1.0
0.55,0.47500000000000003,1.0
0.55,0.5,1.0
0.55,0.525,1.0
0.55,0.55,1.0
0.55,0.5750000000000001,1.0
0.55,0.6000000000000001,1.0
0.55,0.625,1.0
0.55,0.65,1.0
0.55,0.675,1.0
0.55,0.7000000000000001,1.0
0.55,0.7250000000000001,1.0
0.55,0.75,1.0
0.55,0.775,1.0
0.55,0.8,1.0
0.55,0.8250000000000001,1.0
0.55,0.8500000000000001,1.0
0.55,0.875,1.0
0.55,0.9,1.0
0.55,0.925,1.0
0.55,0.9500000000000001,1.0
0.55,0.9750000000000001,1.0
0.55,1.0,1.0
0.6000000000000001,0.0,1.0
0.6000000000000001,0.025,1.0
0.6000000000000001,0.05,1.0
0.6000000000000001,0.07500000000000001,1.0
0.6000000000000001,0.1,1.0
0.6000000000000001,0.125,1.0
0.6000000000000001,0.15000000000000002,1.0
0.6000000000000001,0.17500000000000002,1.0
0.6000000000000001,0.2,1.0
0.6000000000000001,0.225,1.0
0.6000000000000001,0.25,1.0
0.6000000000000001,0.275,1.0
0.6000000000000001,0.30000000000000004,1.0
0.6000000000000001,0.325,1.0
0.6000000000000001,0.35000000000000003,1.0
0.6000000000000001,0.375,1.0
0.6000000000000001,0.4,1.0
0.6000000000000001,0.42500000000000004,1.0
0.6000000000000001,0.45,1.0
0.6000000000000001,0.47500000000000003,1.0
0.6000000000000001,0.5,1.0
0.6000000000000001,0.525,1.0
0.6000000000000001,0.55,1.0
0.6000000000000001,0.5750000000000001,1.0
0.6000000000000001,0.6000000000000001,1.0
0.6000000000000001,0.625,1.0
0.6000000000000001,0.65,1.0
0.6000000000000001,0.675,1.0
0.6000000000000001,0.7000000000000001,1.0
0.6000000000000001,0.7250000000000001,1.0
0.6000000000000001,0.75,1.0
0.6000000000000001,0.775,1.0
0.6000000000000001,0.8,1.0
0.6000000000000001,0.8250000000000001,1.0
0.6000000000000001,0.8500000000000001,1.0
0.6000000000000001,0.875,1.0
0.6000000000000001,0.9,1.0
0.6000000000000001,0.925,1.0
0.6000000000000001,0.9500000000000001,1.0
0.6000000000000001,0.9750000000000001,1.0
0.6000000000000001,1.0,1.0
0.65,0.0,1.0
0.65,0.025,1.0
0.65,0.05,1.0
0.65,0.07500000000000001,1.0
0.65,0.1,1.0
0.65,0.125,1.0
0.65,0.15000000000000002,1.0
0.65,0.17500000000000002,1.0
0.65,0.2,1.0
0.65,0.225,1.0
0.65,0.25,1.0
0.65,0.275,1.0
0.65,0.30000000000000004,1.0
0.65,0.325,1.0
0.65,0.35000000000000003,1.0
0.65,0.375,1.0
0.65,0.4,1.0
0.65,0.42500000000000004,1.0
0.65,0.45,1.0
0.65,0.47500000000000003,1.0
0.65,0.5,1.0
0.65,0.525,1.0
0.65,0.55,1.0
0.65,0.5750000000000001,1.0
0.65,0.6000000000000001,1.0
0.65,0.625,1.0
0.65,0.65,1.0
0.65,0.675,1.0
0.65,0.7000000000000001,1.0
0.65,0.7250000000000001,1.0
0.65,0.75,1.0
0.65,0.775,1.0
0.65,0.8,1.0
0.65,0.8250000000000001,1.0
0.65,0.8500000000000001,1.0
0.65,0.875,1.0
0.65,0.9,1.0
0.65,0.925,1.0
0.65,0.9500000000000001,1.0
0.65,0.9750000000000001,1.0
0.65,1.0,1.0
0.7000000000000001,0.0,1.0
0.7000000000000001,0.025,1.0
0.7000000000000001,0.05,1.0
0.7000000000000001,0.07500000000000001,1.0
0.7000000000000001,0.1,1.0
