X0,ratio,X_final
0.45,1.9249999999999998,0.6360416666666666
0.45,2.0124999999999997,0.525625
0.45,2.0999999999999996,0.3483333333333334
0.45,2.1875,0.593125
0.45,2.275,0.40229166666666666
0.45,2.3625,0.6925
0.45,2.4499999999999997,0.8154166666666667
0.45,2.5374999999999996,0.6420833333333333
0.45,2.625,0.7114583333333333
0.45,2.7125,0.885
0.45,2.8,0.7716666666666667
0.45,2.8874999999999997,0.7108333333333333
0.45,2.9749999999999996,0.8170833333333334
0.45,3.0625,1.0
0.45,3.15,0.9375
0.45,3.2375,0.9375
0.45,3.3249999999999997,0.7604166666666667
0.45,3.4124999999999996,0.8772916666666667
0.45,3.5,0.8972916666666666
0.5,0.0,0.0
0.5,0.0875,0.0
0.5,0.175,0.0
0.5,0.26249999999999996,0.0
0.5,0.35,0.0
0.5,0.4375,0.0
0.5,0.5249999999999999,0.0
0.5,0.6124999999999999,0.0625
0.5,0.7,0.0625
0.5,0.7875,0.0625
0.5,0.875,0.125
0.5,0.9624999999999999,0.035416666666666666
0.5,1.0499999999999998,0.070625
0.5,1.1375,0.3264583333333333
0.5,1.2249999999999999,0.13583333333333333
0.5,1.3125,0.585
0.5,1.4,0.19374999999999998
0.5,1.4874999999999998,0.4491666666666667
0.5,1.575,0.5666666666666667
0.5,1.6624999999999999,0.6502083333333333
0.5,1.75,0.6302083333333334
0.5,1.8375,0.5316666666666666
0.5,1.9249999999999998,0.3495833333333333
0.5,2.0124999999999997,0.5193749999999999
0.5,2.0999999999999996,0.6933333333333334
0.5,2.1875,0.94375
0.5,2.275,0.8810416666666667
0.5,2.3625,0.8860416666666666
0.5,2.4499999999999997,0.875
0.5,2.5374999999999996,0.770625
0.5,2.625,0.8235416666666666
0.5,2.7125,0.7795833333333333
0.5,2.8,0.9395833333333333
0.5,2.8874999999999997,0.8356250000000001
0.5,2.9749999999999996,0.75625
0.5,3.0625,0.8302083333333333
0.5,3.15,0.9402083333333333
0.5,3.2375,1.0
0.5,3.3249999999999997,0.8839583333333334
0.5,3.4124999999999996,0.9454166666666667
0.5,3.5,1.0
0.55,0.0,0.0
0.55,0.0875,0.0
0.55,0.175,0.0
0.55,0.26249999999999996,0.0
0.55,0.35,0.0
0.55,0.4375,0.0
0.55,0.5249999999999999,0.0
0.55,0.6124999999999999,0.0625
0.55,0.7,0.14645833333333333
0.55,0.7875,0.0625
0.55,0.875,0.125
0.55,0.9624999999999999,0.1875
0.55,1.0499999999999998,0.19479166666666667
0.55,1.1375,0.4558333333333333
0.55,1.2249999999999999,0.19
0.55,1.3125,0.5175000000000001
0.55,1.4,0.1725
0.55,1.4874999999999998,0.7068749999999999
0.55,1.575,0.39916666666666667
0.55,1.6624999999999999,0.4527083333333333
0.55,1.75,0.5047916666666666
0.55,1.8375,0.8820833333333333
0.55,1.9249999999999998,0.8125
0.55,2.0124999999999997,0.8214583333333334
0.55,2.0999999999999996,0.6016666666666666
0.55,2.1875,0.9375
0.55,2.275,0.9202083333333333
0.55,2.3625,0.8954166666666666
0.55,2.4499999999999997,0.9383333333333334
0.55,2.5374999999999996,1.0
