X_mean,X_med,X_q10,X_q25,X_q75,X_q90
0.0014375,0.0,0.0,0.0,0.0,0.005250000000000004
0.0017500000000000003,0.0,0.0,0.0,0.0,0.0
0.003,0.0,0.0,0.0,0.0,0.0
0.0060625,0.0,0.0,0.0,0.0,0.0
0.008624999999999999,0.0,0.0,0.0,0.0,0.0
0.013375000000000001,0.0,0.0,0.0,0.0,0.0
0.018562500000000003,0.0,0.0,0.0,0.0,0.0
0.025124999999999998,0.0,0.0,0.0,0.0,0.0
0.033999999999999996,0.0,0.0,0.0,0.0,0.0
0.046875,0.0,0.0,0.0,0.0,0.0
0.061125000000000006,0.0,0.0,0.0,0.0,0.0
0.07075000000000001,0.0,0.0,0.0,0.0,0.0
0.0744375,0.0,0.0,0.0,0.0,0.0
0.075,0.0,0.0,0.0,0.0,0.0
0.075,0.0,0.0,0.0,0.0,0.0
0.075,0.0,0.0,0.0,0.0,0.0
0.075,0.0,0.0,0.0,0.0,0.0
0.075,0.0,0.0,0.0,0.0,0.0
0.075,0.0,0.0,0.0,0.0,0.0
0.075,0.0,0.0,0.0,0.0,0.0
0.075,0.0,0.0,0.0,0.0,0.0
0.075,0.0,0.0,0.0,0.0,0.0
0.075,0.0,0.0,0.0,0.0,0.0
0.075,0.0,0.0,0.0,0.0,0.0
0.075,0.0,0.0,0.0,0.0,0.0
0.075,0.0,0.0,0.0,0.0,0.0
0.075,0.0,0.0,0.0,0.0,0.0
0.075,0.0,0.0,0.0,0.0,0.0
0.075,0.0,0.0,0.0,0.0,0.0
0.075,0.0,0.0,0.0,0.0,0.0
0.075,0.0,0.0,0.0,0.0,0.0
0.075,0.0,0.0,0.0,0.0,0.0
0.075,0.0,0.0,0.0,0.0,0.0
0.075,0.0,0.0,0.0,0.0,0.0
0.075,0.0,0.0,0.0,0.0,0.0
0.075,0.0,0.0,0.0,0.0,0.0
0.075,0.0,0.0,0.0,0.0,0.0
0.075,0.0,0.0,0.0,0.0,0.0
0.075,0.0,0.0,0.0,0.0,0.0
0.075,0.0,0.0,0.0,0.0,0.0
0.075,0.0,0.0,0.0,0.0,0.0
0.075,0.0,0.0,0.0,0.0,0.0
0.075,0.0,0.0,0.0,0.0,0.0
0.075,0.0,0.0,0.0,0.0,0.0
0.075,0.0,0.0,0.0,0.0,0.0
0.075,0.0,0.0,0.0,0.0,0.0
0.075,0.0,0.0,0.0,0.0,0.0
0.075,0.0,0.0,0.0,0.0,0.0
0.075,0.0,0.0,0.0,0.0,0.0
0.075,0.0,0.0,0.0,0.0,0.0
