X_mean,X_med,X_q10,X_q25,X_q75,X_q90
0.0032500000000000003,0.0025,0.0,0.0,0.0025,0.0075
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
0.0010624999999999999,0.0,0.0,0.0,0.0,0.0025
